id,comuna,ruta,veredicto,paginas,tiene_tablas,rangos,paginas_utiles,confianza,metodo,nota,sesion,fin
rancagua_a67761b187,rancagua,Ordenanzas ordenadas\OCR ok\rancagua_decreto_944_aprueba_ficha_del_anteproyecto_programa_apoyo_y_control_plan_regulad__2022-03-D-944.pdf,TEXTO,2,no,,0,ALTA,TEXTO,"PURO TRAMITE: Decreto Exento 944/2022 solo aprueba la ficha presupuestaria del 'Programa Apoyo y Control en la Elaboracion de Estudios, Disenos y Contraparte Tecnica en Modificaciones al PRC' (66,9 millones). Sin normas. Candidato a descarte.",S2,2026-07-14T21:22:37
rancagua_a8173bb739,rancagua,Ordenanzas ordenadas\OCR ok\rancagua_2454_expropia_franja_de_terreno_que_indica_a_compania_ccu_sa_para_dar_cumplimien__Exportar.pdf,TEXTO,3,no,,0,ALTA,TEXTO,"SOLO EXPROPIACION VIAL: Decreto 2454/2009 expropia una franja de terreno a CCU S.A. (Lote 62, Barrio Industrial) para materializar la apertura de Avenida Nelson Pereira segun el PRC vigente. Fija indemnizacion (3.800 UF) y deslindes de la franja expropiada, no valores de norma urbanistica de zona.",S2,2026-07-14T21:22:37
rancagua_a9b3b0eb87,rancagua,Ordenanzas ordenadas\rancagua_decreto_2395_espropiase_para_efecto_de_dar_cumplimiento_a_las_normas_del_plan_re__2016-06-D-2395.pdf,ESCANEADO,5,no,,0,MEDIA,,"Decreto Exento2395 completo (5p): expropiacion faja terreno apertura calle Ultima Esperanza. Informe expropiacion, indemnizacion, medidas y deslindes, sin tabla de usos suelo/COS/CC/altura por zona.",Ordenanzas S5,2026-07-15T12:16:50
rancagua_bc6f4eccf8,rancagua,Ordenanzas ordenadas\OCR ok\rancagua_2236_fe_de_erratas_modificacion_del_plan_regulador_comunal_de_rancagua_tramitaci__1902268.pdf,TEXTO,2,si,2-2,1,ALTA,TEXTO,"Fe de Erratas GENUINA con valores reales (a diferencia de la fe de errata de Quilpue que solo corregia nomenclatura): corrige un error de TRANSCRIPCION en el decreto 3326/2020 (Modificacion PRC Rancagua, Tramitacion N22 Eje Estado), publicado en DO 10-12-2020. p2: ZONA ZCH-1, Coeficiente de Constructibilidad: DONDE DICE 0,3 DEBE DECIR 3,0. ZONA ZA-1, Coeficiente de Constructibilidad: DONDE DICE 0,4 DEBE DECIR 4,0. El error se origino en la transcripcion del texto modificatorio (25-08-2020) pese a que toda la tramitacion previa (imagen objetivo, audiencias publicas) uso los valores correctos 3,0 y 4,0.",S2,2026-07-14T21:23:22
rancagua_cfa5bd4f43,rancagua,Ordenanzas ordenadas\OCR ok\rancagua_audencias_publicas_para_la_confeccion_modificacion_o_enmiendas_del_plan_regulado__ORDENANZA_PARTICIP-Modif_Agosto_2014.pdf,TEXTO,17,no,,0,ALTA,TEXTO,"NO ES NORMATIVO DE ZONA: es la ORDENANZA DE PARTICIPACION CIUDADANA de Rancagua (17 pags): procedimientos de audiencias publicas para la confeccion, modificacion o enmiendas del PRC, division de la comuna en 6 sectores territoriales (CDC Centro, Poniente, etc.) con limites geograficos. Grep de las 4 senales urbanisticas principales: 0 hits. Regula el PROCESO, no fija normas de zona. Candidato a descarte.",S2,2026-07-14T21:23:49
rancagua_cfeff301ae,rancagua,Ordenanzas Descargadas\1200 x\rancagua_no_aplica_modificacion_del_plan_regulador_plan_seccional_centro_de_rehabilitacio__2344834.pdf,TEXTO,2,no,,0,MEDIA,,"aviso de inicio de Evaluación Ambiental Estratégica para modificación seccional Centro Rehabilitación Teletón, solo criterios de desarrollo sustentable y objetivos ambientales (menciona COS/CC como objetivo futuro, no valores normativos), sin cuadro de normas",Ordenanzas S4,2026-07-14T21:26:44
rancagua_d14fade8a0,rancagua,Ordenanzas Descargadas\1200 x\rancagua_3667_para_formalizar_la_prorroga_del_congelamiento_del_area_de_estudio_del_proye__2017-10-D-3667.pdf,ESCANEADO,11,no,,0,MEDIA,,"Decreto Exento3667/2017 (11p, muestreadas 1,3,5,7,9,11): declara congelamiento permisos 3 meses en 5 poligonos sector oriente (Modificacion PRC N21). Tablas de Roles de Avaluo de predios afectados y planos de deslinde con zonas rotuladas (R2,R3,R5,EQS,BR-M1,BR-M3,EX5), pero sin cuadro de parametros normativos por zona. Confianza MEDIA, solo 6 de 11 paginas muestreadas.",Ordenanzas S5,2026-07-15T12:16:50
rancagua_e83ed125c9,rancagua,Ordenanzas ordenadas\rancagua_decreto_1495_expopiacion_para_efectos_de_dar_cumplimiento_a_las_normas_del_plan___2016-04-D-1495.pdf,ESCANEADO,4,no,,0,MEDIA,,"Decreto Exento1495 completo (4p): expropiacion faja terreno calle Abanderado Jose Ignacio Ibieta para ensanche vereda. Informe expropiacion, indemnizacion, medidas y deslindes, sin tabla de normas urbanisticas por zona.",Ordenanzas S5,2026-07-15T12:16:51
rancagua_ea8142c62e,rancagua,Ordenanzas ordenadas\OCR ok\rancagua_3326_modificacion_al_plan_regulador_comunal_de_rancagua_tramitacion_n_22_eje_est__1860825.pdf,TEXTO,10,si,"4-4,6-10",6,ALTA,TEXTO+VISUAL,"TRAMPA DO: versión completa (con Texto Modificatorio) de la modificación N22 Eje Estado. Texto dice 'según se indica a continuación:' y las tablas están embebidas como IMAGEN (confirmado con pdfimages+extracción visual pág6 y pág9). Pág4: tabla Áreas Protección Eje Estado + listado Inmuebles Monumentos Nacionales/ICH. Pág6: ZONA ZCH-1 usos suelo permit/prohib + condiciones subdivisión predial y edificación completa (sup.predial 1200m2, COS 0.8, CC 0.3, agrupamiento continuo, ochavos, profundidad edificación). Pág7: continuación lineamientos ZCH-1 (imagen, posiblemente solo detalles arquitectónicos, verificar). Pág9: ZONA ZA-1 condiciones completas (COS 0.8, CC 0.4, alturas máx 10-16m, retranqueo 7m). Pág10: cuadro vialidad estructurante (Tema 3, no es norma de zona pero incluido por completitud)",Ordenanzas S4,2026-07-14T21:25:01
ranquil_0c194b440f,ranquil,Ordenanzas ordenadas\OCR ok\ranquil_ordenanza_113_aprueba_ordenanza_de_plan_regulador__OrdenanzaPlanReg-Modifica.pdf,TEXTO,2,si,1-1,1,MEDIA,TEXTO,"rectificación/complementación Resolución 113: agrega valores narrativos para ZONA DE EQUIPAMIENTO ZE (subdivisión predial mínima 500m2, COS 0.5, coef.constructibilidad 1.5) y modifica usos permitidos ZEXHMP; OCR de mala calidad (documento escaneado antiguo), texto con errores de reconocimiento mezclados con números pero valores identificables",Ordenanzas S4,2026-07-14T21:25:45
ranquil_8892f53d9b,ranquil,Ordenanzas ordenadas\OCR ok\ranquil_ordenanza_aprueba_ordenanza_de_plan_regulador__OrdenanzaPlanReg-Aprueba.pdf,TEXTO,2,no,,0,MEDIA,,"PDF de solo 2 páginas (confirmado con pdfinfo): resolución que aprueba el PRC pero el texto de la Ordenanza Local incluido llega solo hasta Artículo 4 (Capítulo I Disposiciones Generales) - documento truncado/incompleto, no alcanza el capítulo de zonificación/normas. Buscar el texto completo de la Ordenanza en otra fuente",Ordenanzas S4,2026-07-14T21:25:45
ranquil_e9e508db0b,ranquil,Ordenanzas ordenadas\OCR ok\ranquil_113_apruebase_el_plan_regulador_comunal_de_ranquil__DiarioOf-PlanRegulador.pdf,MIXTO,4,si,3-4,2,ALTA,VISUAL,"OCR de mala calidad (texto extraído ilegible), verificado con render: pág3 (DO página7) Art.17 superficie predial mínima estaciones servicio (500/800m2); pág4 (DO página8) tabla completa ZONA HABITACIONAL MIXTA ZHM (usos permit/prohib, subdivisión predial 200/300m2, COS 0.8, CC 2.5, agrupamiento aislado/pareado/continuo, altura 18m, densidad 160hab/ha, antejardín 3m). Documento parece ser recorte parcial (solo 4 páginas, páginas 7-8 de la edición DO) - posiblemente existan más zonas en páginas no incluidas en este PDF",Ordenanzas S4,2026-07-15T08:04:37
renaico_22355d623a,renaico,Ordenanzas ordenadas\renaico_decreto_alcaldicio_1050_apruebase_plan_regulador__dec1050alc1606.pdf,ESCANEADO,3,no,,0,ALTA,VISUAL,"Decreto Alcaldicio 1050, 16-jun-2020, Renaico, 3 pags. APRUEBA el 'Plan Regulador de la Comuna de Renaico' y da por cumplido el proceso de Evaluacion Ambiental Estrategica. El decreto aprueba 'en conformidad a lo indicado en la Ordenanza y los Planos PRC-09209-1' pero NO transcribe el texto de la Ordenanza ni incluye el Plano en este PDF -- solo lista indicadores metodologicos genericos de la EAE (ej. 'Coeficiente de Ocupacion de Suelo maximo', 'Altura de Edificacion maxima', 'Densidad de proyecto hab/ha') como CRITERIOS de evaluacion ambiental, no como valores normativos por zona. Norma inalcanzable desde este PDF. Verificado visualmente paginas 1-3 de 3.",S1,2026-07-15T12:20:47
renaico_35eaf1369e,renaico,Ordenanzas ordenadas\OCR ok\renaico_decreto_4_plan_regulador_de_la_comuna_de_renaico_localidad_tijeral__prvtij.pdf,MIXTO,9,si,6-9,4,ALTA,VISUAL,"TRAMPA imagen: PRC Parcial Renaico localidad Tijeral, Cap.V (Art.10) Zonificación: zonas Z-1 (Centro), Z-2 (Borde Centro), Z-3 (Apoyo Ruta), Z-AV (Área Verde) - tablas embebidas como imagen (confirmado pdfimages+render pág6: tabla completa Z-1 con usos permit/prohib, superficie subdivisión 400m2, COS 0.5-0.7, CC 1.0-1.4, altura 8-10m, agrupamiento, antejardín 3m, densidad 140hab/ha). Nota de Contraloría aclara terminología de Z-AV (superficie de subdivisión predial mínima = área verde)",Ordenanzas S4,2026-07-15T08:05:49
renaico_6a7bef6a37,renaico,Ordenanzas ordenadas\OCR ok\renaico_decreto_780_plan_regulador_de_la_comuna_de_renaico__ordenanza.planregulador.pdf,TEXTO,24,si,"8-18,21-23",14,ALTA,TEXTO,"PRC completo Renaico: pág8-18 Condiciones de Subdivisión y Edificación completas para zonas Z-H (Centro Histórico), M-1, M-2, M-3 (Mixtas), Z-E (Equipamiento Comercial), ZAV (Áreas Verdes) - superficie predial, COS, CC, altura, agrupamiento, adosamiento, antejardín, densidad; pág21-23 condiciones especiales para inmuebles patrimoniales MN1, ICH_1, ICH_2, ICH_3. Texto nativo completo",Ordenanzas S4,2026-07-14T21:26:27
renaico_709c3ad8ae,renaico,Ordenanzas ordenadas\OCR ok\renaico_780_proomulga_el_plan_regulador_comunal_de_renaico__planreg.renaico.pdf,TEXTO,20,si,7-19,13,ALTA,VISUAL,"Res.90/2022 GORE Araucania promulga PRC Renaico completo (texto integro Ordenanza Local). TRAMPA CONFIRMADA: TODAS las tablas son IMAGEN JPEG, el texto solo anuncia y no entrega. p7 limite urbano (coordenadas UTM); p8-9 red vial + estacionamientos; p10 indice de zonas (Z-H Centro Historico, Z-M1/M2/M3 Mixtas, Z-E Equipamiento, Z-AV Area Verde); p11-12 Zona Z-H (predial 400m2, COS 0,5, CC 1,4, altura 7m, aislado-pareado-continuo, densidad 190 hab/ha) + AR-1/AR-2 riesgo; p12-13 Zona M-1; p13-14 M-2; p14-16 M-3 y Z-E; p16 ZAV (predial 2000m2, altura 7m, antejardin 5m); p17 ZLF, ZLAT, MN1 Centro Cultural Renaico (patrimonio); p18 MN1 (CC 1,4/1,0, altura 7m), ICH_1/2/3; p19 ICH_2 Estacion de Ferrocarriles (predial 2000m2, altura 7m) + vialidad intercomunal. p5 imagen EXCLUIDA (tabla ambiental de seguimiento, no norma de zona).",S3,2026-07-14T21:27:27
rengo_165b6a573b,rengo,Ordenanzas Descargadas\1200 x\rengo_1055_md_apruebanse_los_terminos_de_la_imagen_objetivo_acordados_en_foma_unanime___TerminosImagenObjetivo.pdf,TEXTO,3,no,,0,MEDIA,,"Dec.1055(MD) aprueba los TERMINOS DE ACUERDO de la Imagen Objetivo (etapa previa, art.28 octies LGUC) para el ANTEPROYECTO de la Modificacion N.6 al PRC Rengo (sectores Rengo, Rosario, Esmeralda). p2-3 son IMAGEN: planos esquematicos + listas de CRITERIOS DE DISEÑO (USOS, MOVILIDAD, AREAS VERDES) tipo 'se prioriza', 'se evaluara', 'se incorporan' - directrices cualitativas para que Asesoria Urbana redacte el anteproyecto, NO parametros de zona fijados (sin COS/CC/altura/predial; solo una mencion vaga 'nueva zona ZH3-A con 20% mas de densidad que el promedio', sin valor concreto). Es la etapa anterior a la norma, no la norma misma. Verificado por render p2 y p3.",S3,2026-07-14T21:25:14
rengo_1e0550b429,rengo,Ordenanzas ordenadas\OCR ok\rengo_875_md_modif_no4_al_plan_regulador_comunal_zona_urbana_de_rengo__do-20150613.pdf,TEXTO,12,no,,0,MEDIA,,"Dec.875(MD)/2015 Modificacion N.4 PRC Rengo (edicion completa del DO, 12 paginas). El decreto (p10-11) SOLO reasigna zonificacion de 2 poligonos: poligono sur ZAV->ZH2, poligono norte ZC1->ZAV, remitiendo a los articulos 34/37/50 de la Ordenanza (no incluidos en este PDF). Sin valores COS/CC/altura/predial. TRAMPA COMUNA AJENA: la imagen de p11 (1500x885, verificada por render) es una tabla de vialidad ('TRAMO ENTRE CALLES/Existente/Propuesto/Observaciones') que pertenece a un decreto de TEMUCO (Dec.1175, deja sin efecto areas de utilidad publica), NO a Rengo - contaminacion de la misma edicion del DO.",S3,2026-07-14T21:25:44
rengo_200ca12aa4,rengo,Ordenanzas Descargadas\1200 x\rengo_810_md_plano_seccional_no2_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20110916.pdf,ESCANEADO,64,no,,0,ALTA,VISUAL,"Diario Oficial N40.063, 16-sep-2011, 64 pags (edicion completa con mucho contenido ajeno: leyes, INAPI marcas/patentes, otras municipalidades). El decreto de Rengo relevante esta en pag14 (Cuerpo I-14): Decreto Alcaldicio 810(MD), 26-ago-2011, 'APRUEBA PLANO SECCIONAL N2' de Rengo -- fija a predios especificos (roles 207-110, 207-14, 207-15) los usos y normas urbanisticas de la zona ZH4 'Zona Prat-Condell' YA EXISTENTE en la Ordenanza del Plan Regulador (decreto 617/2008), delimitando cartograficamente su aplicacion. NO transcribe valores normativos nuevos ni incluye el Plano Seccional como imagen en este PDF -- las normas ZH4 (si existen con valores) estarian en el decreto 617/2008 base, no en este documento. Verificado visualmente paginas 1,10,14,15,20,30,40,50,64 de 64.",S1,2026-07-15T12:20:51
rengo_2937f677a9,rengo,Ordenanzas Descargadas\1200 x\rengo_decreto_434_aprueba_modificacioin_no_6_al_plan_regulador_comunal_de_rengo__0434_21.03.2023_Aprueba%20Modificacion%20N%206%20al%20Plan%20Regulador%20Comunal%20de%20Rengo.pdf,TEXTO,24,si,6-14,9,ALTA,TEXTO+VISUAL,"RENGO: DUPLICADO de sin_comuna_19d72598d7 (mismo decreto 0434, mar-2023, Modificacion N6 al PRC, mismo conteo de caracteres por pagina). Nucleo: pags 13-14 Articulo 38 bis zona nueva ZH3-A (usos de suelo mas condiciones de edificacion). Rango ampliado a 6-14 por precaucion: 6-9 inventario patrimonial ICH-ZCH, 9-11 dotacion de estacionamientos, 11-12 vialidad estructurante. Ver nota completa en sin_comuna_19d72598d7.",S1,2026-07-14T21:23:29
rengo_2e0dcc8a95,rengo,Ordenanzas ordenadas\OCR ok\rengo_1156_md_enmienda_n7_al_plan_regulador_comunal__publicación D. O. enmienda 7 al PRC.pdf,TEXTO,2,si,1-2,2,ALTA,TEXTO,"RENGO: Diario Oficial 9-sep-2019, decreto 1156(MD), Enmienda N7 al PRC. Norma en texto plano completo: Art 38 ZH3 Zona Residencial, modifica altura maxima (10,80 m para uso unifamiliar-comercio-equipamiento-actividades productivas inofensivas; 16,80 m para multifamiliar) y COS (0,78 solo para equipamiento de salud); Art 40 ZH5 Zona La Isla, modifica altura maxima (10,80 m para todos los usos) y COS (0,65 solo para equipamiento de salud). Documento completo en 2 paginas.",S1,2026-07-14T21:24:29
rengo_2fdbe54f4f,rengo,Ordenanzas ordenadas\OCR ok\rengo_decreto_327_aprueba_foro_de_preguntas_y_respuestas_al_proceso_licitatorio_para_c__0327_21.02.24_Aprueba.pdf,TEXTO,7,no,,0,ALTA,TEXTO,"RENGO: decreto alcaldicio 327 (feb-2024, 7p), 'Aprueba foro de preguntas y respuestas al proceso licitatorio' para el estudio de Actualizacion del PRC (financiado por el GORE OHiggins, codigo BIP 40023881-0). Es tramite de licitacion del estudio, no contiene normas. Cero señales urbanisticas en 7 paginas.",S1,2026-07-14T21:24:29
rengo_3cb3c6543b,rengo,Ordenanzas ordenadas\OCR ok\rengo_2015_md_enmienda_n8_plan_regulador_comunal__publicación en el Diario Oficial Enmienda 8_15.01.2020.pdf,TEXTO,3,si,1-3,3,ALTA,TEXTO,"RENGO: Diario Oficial 15-ene-2020, decreto 2015(MD), Enmienda N8 al PRC. Normas en texto plano: Art 38 ZH3 (usos condicionados: agrega condicion de expendio de bebidas alcoholicas en predios frente a vialidad estructurante de las Modificaciones N2, N3 y N5), Art 41 ZH6 Zona Residencial Mixta (agrega equipamiento tipo servicios como uso permitido), Art 45 ZE Zona de Equipamiento (agrega equipamiento tipo comercio como uso permitido). Solo modifica usos de suelo, no toca COS-CC-altura. Documento completo en 3 paginas.",S1,2026-07-14T21:24:29
rengo_41a1f97115,rengo,Ordenanzas ordenadas\rengo_1088_md_enmienda_no5_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20121020.pdf,ESCANEADO,24,si,14-15,2,ALTA,VISUAL,"Diario Oficial N40.390, 20-oct-2012, 24 pags. Decreto Alcaldicio 1088(MD), 27-sep-2012, Rengo, 'APRUEBA ENMIENDA N5 AL PLAN REGULADOR DE RENGO' -- decreto completo en pags14-15 (Cuerpo I-14 a I-15). Modificaciones numericas concretas a multiples zonas urbanas de Rengo/Rosario/Esmeralda: ZH1-A, ZH2, ZH3, ZH4 Prat-Condell, ZH6, ZH8, ZH9, ZE, ZE2, ZE4, ZE10, ZR7, ZC3, ZAV, ZAV1, AV -- agrega/modifica usos de suelo condicionados y fija valores de antejardin minimo (3-6m) y distanciamiento minimo (5m) por zona. Verificado visualmente paginas 1,10,14,15,16,20,24 de 24.",S1,2026-07-15T12:20:55
rengo_46d891179d,rengo,Ordenanzas ordenadas\OCR ok\rengo_15_md_modif_no3_al_plan_regulador_comunal_zona_urbanas_de_rengo__do-20150105.pdf,TEXTO,32,si,7-7,1,MEDIA,TEXTO+VISUAL,"RENGO: *** CONTAMINACION CONFIRMADA: el PDF de 32p es una EDICION COMPLETA del Diario Oficial (Cuerpo I y II) ***; todo el contenido de Rengo (decreto 1610-MD, Modificacion N3 al PRC) cabe en la PAGINA 7. El resto (p1-6, p8-32) es material ajeno sin relacion (Cuerpo II con materias de otras reparticiones). En p7 la mayoria de las tablas son VIALIDAD ESTRUCTURANTE (calles, tramo, ancho, tipo), fuera de alcance. Al final de la columna derecha SI hay norma real en prosa: disminuye la superficie predial minima de 2.000 a 1.000 m2 en zona ZE, y aumenta el COS de 0,5 a 0,7 en zona ZE. Es una modificacion PUNTUAL (2 parametros, 1 zona), no el cuadro maestro completo de normas de Rengo: ese cuadro esta en otro documento (Ordenanza Local original u otras modificaciones). Verificado con grep en las 32 paginas: 'Rengo' solo aparece en p1 (sumario) y p7.",S1,2026-07-14T21:26:58
rengo_544c69d46a,rengo,Ordenanzas ordenadas\OCR ok\rengo_434_md_aprueba_modificacion_n_6_al_plan_regulador_comunal_de_rengo__Diario Oficial N° 43519.pdf,TEXTO,15,si,3-11,9,ALTA,TEXTO,"Modificacion N6 PRC Rengo (DO 43.519, 04-04-2023, 15 pags, 5 temas). p3-6: Tema1, redefine la Zona de Conservacion Historica (ZCH) de Rengo/Rosario/Esmeralda: incorpora/elimina declaratorias ZCH e ICH por predio (roles especificos), rectifica poligono ZE2; p6 inserta TABLA al final del art.72 ZCH (verificar si es imagen). p6-8: Tema2, zona universitaria/portal de acceso: transforma ZH3 en ZE Equipamiento en un terreno, elimina prohibicion de clinicas en ZC1 (art.34), elimina via estructurante 'Calle P'. p9-11: Tema3, CREA la ZONA ZH3-A Zona Residencial Barrio Nororiente (art.38 bis) con norma COMPLETA: usos permitidos/condicionados/prohibidos + condiciones de edificacion (predial min 160-2000 m2 segun uso, CC 1,0-1,8, COS 0,4-0,6, agrupamiento, altura 10,80-16,80 m, antejardin 3-6 m, densidad 600 hab/ha). p12-14: Tema4, PERFILES TRANSVERSALES (imagen, VIALIDAD), excluido. p15: Tema5 y cierre administrativo.",S2,2026-07-14T21:26:16
rengo_57e7b5e3d6,rengo,Ordenanzas ordenadas\rengo_10_md_enmienda_no3_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20120119.pdf,ESCANEADO,28,si,15-15,1,ALTA,VISUAL,"Diario Oficial N40.165, 19-ene-2012, 28 pags. Decreto Alcaldicio 10(MD), 4-ene-2012, Rengo, 'APRUEBA ENMIENDA N3 AL PLAN REGULADOR COMUNAL', decreto completo en pag15 (Cuerpo I-15). Modifica unicamente el Articulo 43 de la Ordenanza Zonas Urbanas de Rengo/Rosario/Esmeralda: cambia el distanciamiento minimo a deslindes de un valor fijo '10 m' a 'segun los margenes establecidos en el inciso octavo del articulo 2.6.3 de la OGUC'. Cambio normativo puntual pero concreto y verificable. Verificado visualmente paginas 1,9,15,20,28 de 28.",S1,2026-07-15T12:20:58
